"历厘矫埃","郴何柯档","郴何嚼档","CO2丑档","寇何柯档","浅氢","浅加","老荤樊","穿利老荤樊","皑快"
"2024-11-20 07:59","13.6","94.7","458","0.5","快","0.5","26","4","0"
"2024-11-20 08:00","13.8","93.3","459","0.2","快","0.7","23","4","0"
"2024-11-20 08:01","13.7","95.3","460","0.3","快","0.7","23","4","0"
"2024-11-20 08:02","13.9","93.6","463","0.1","快","0.7","23","4","0"
"2024-11-20 08:03","13.4","96.7","462","0.5","快","0.9","26","4","0"
"2024-11-20 08:04","13.6","95.9","459","0.1","快","0.7","28","5","0"
"2024-11-20 08:05","13.5","96.8","461","0.3","快","0.7","32","5","0"
"2024-11-20 08:06","13.6","95.8","460","0.2","快","0.6","32","5","0"
"2024-11-20 08:07","13.5","95.2","461","0.8","快","0.3","35","5","0"
"2024-11-20 08:08","13.6","95.3","462","0.7","快","0.4","38","5","0"
"2024-11-20 08:09","13.6","94.6","463","1","快","0.7","40","6","0"
"2024-11-20 08:10","13.7","93","460","0.9","快","0.7","38","6","0"
"2024-11-20 08:11","13.8","92.2","461","1.1","快","0.7","49","6","0"
"2024-11-20 08:12","13.7","94.9","461","1.1","快","0.7","38","6","0"
"2024-11-20 08:13","13.6","94.6","463","1.1","快","0.8","38","7","0"
"2024-11-20 08:14","13.5","96","463","1.5","快","0.5","40","7","0"
"2024-11-20 08:15","13.6","95.1","464","1.5","快","0.7","52","7","0"
"2024-11-20 08:16","13.4","94.2","466","1.3","快","0.5","63","8","0"
"2024-11-20 08:17","13.5","94.1","468","1.2","快","0.3","62","8","0"
"2024-11-20 08:18","13.4","98.2","469","1.7","快","0.3","59","8","0"
"2024-11-20 08:19","13.5","97.7","468","1.7","快","0.3","85","9","0"
"2024-11-20 08:20","13.7","95.3","467","1.7","快","0.4","96","9","0"
"2024-11-20 08:21","13.3","96.8","467","2","快","0.7","99","10","0"
"2024-11-20 08:22","13.4","96.5","463","1.9","快","0.9","99","10","0"
"2024-11-20 08:23","13.6","92.9","463","2.1","快","0.7","93","11","0"
"2024-11-20 08:24","13.6","94.3","463","1.9","快","0.7","96","12","0"
"2024-11-20 08:25","13.6","93.7","462","2.3","快","0.3","102","12","0"
"2024-11-20 08:26","13.4","95","463","2.1","快","0.7","111","13","0"
"2024-11-20 08:27","13.4","93.6","458","2.2","快","1","114","14","0"
"2024-11-20 08:28","13.2","93.5","454","2.1","快","1","114","14","0"
"2024-11-20 08:29","13","92","449","2.3","快","0.9","116","15","0"
"2024-11-20 08:30","12.7","94.7","443","2.1","快","0.7","119","16","0"
"2024-11-20 08:31","12.7","92.4","441","1.9","快","1","122","16","0"
"2024-11-20 08:32","12.9","90.4","441","2.2","快","0.7","124","17","0"
"2024-11-20 08:33","12.8","91","437","2","快","0.7","125","18","0"
"2024-11-20 08:34","12.8","90.4","437","2.3","快","1.1","128","19","0"
"2024-11-20 08:35","12.6","93.2","434","2.3","快","1.1","130","19","0"
"2024-11-20 08:36","12.8","91.9","434","2.2","快","1.1","131","20","0"
"2024-11-20 08:37","12.8","90.7","431","2.5","快","1.3","134","21","0"
"2024-11-20 08:38","12.8","92.6","431","2.4","快","1.1","137","22","0"
"2024-11-20 08:39","12.7","92.1","431","2.6","快","1.5","140","23","0"
"2024-11-20 08:40","12.7","94.4","428","2.5","快","1.5","143","23","0"
"2024-11-20 08:41","12.8","92.6","427","2.5","快","1.8","142","24","0"
"2024-11-20 08:42","12.7","95.1","427","2.5","快","1.5","83","25","0"
"2024-11-20 08:43","12.8","93.5","424","2.2","快","1.1","40","25","0"
"2024-11-20 08:44","12.7","95","422","2.4","快","1.1","43","25","0"
"2024-11-20 08:45","12.9","93.1","422","2.2","快","0.9","58","26","0"
"2024-11-20 08:46","12.7","93.8","421","2.2","快","0.7","142","26","0"
"2024-11-20 08:47","13","93","421","2.3","快","0.7","153","27","0"
"2024-11-20 08:48","12.7","91.7","418","2.5","快","0.7","154","28","0"
"2024-11-20 08:49","12.9","94.2","417","2.6","快","0.7","160","29","0"
"2024-11-20 08:50","12.9","93.9","416","2.7","快","0.7","163","30","0"
"2024-11-20 08:51","12.9","94.6","413","2.7","快","0.3","166","31","0"
"2024-11-20 08:52","12.9","95.7","411","3","快","0.7","167","32","0"
"2024-11-20 08:53","13","94.5","410","2.7","快","0.3","169","33","0"
"2024-11-20 08:54","13","96.5","408","3.4","快","0.7","170","34","0"
"2024-11-20 08:55","13","96.4","406","3.3","快","1","174","35","0"
"2024-11-20 08:56","13.4","92.4","406","2.9","快","0.9","176","36","0"
"2024-11-20 08:57","13.5","93.5","402","2.8","快","0.6","181","37","0"
"2024-11-20 08:58","13.6","93.8","400","3.2","快","0.3","181","38","0"
"2024-11-20 08:59","13.6","95.8","399","3.4","快","1.1","184","40","0"
"2024-11-20 09:00","13.8","95.5","399","3.3","快","1","187","41","0"
"2024-11-20 09:01","13.9","92.7","396","3.4","快","1.3","190","42","0"
"2024-11-20 09:02","13.9","93.9","398","3.2","快","0.9","192","43","0"
"2024-11-20 09:03","14","96.1","397","3.1","快","1.2","192","44","0"
"2024-11-20 09:04","14","93.8","394","3.1","快","1","195","45","0"
"2024-11-20 09:05","14.3","93.7","392","3.2","快","1.1","198","46","0"
"2024-11-20 09:06","14.4","93.8","392","3.2","快","0.7","201","48","0"
"2024-11-20 09:07","14.5","94.3","389","3.4","快","0.8","204","49","0"
"2024-11-20 09:08","14.6","93","386","3.5","快","0.7","207","50","0"
"2024-11-20 09:09","14.6","92.9","385","3.7","快","0.7","210","51","0"
"2024-11-20 09:10","14.9","90.9","381","3.4","快","0.5","213","53","0"
"2024-11-20 09:11","14.8","93","381","3.8","快","0.3","216","54","0"
"2024-11-20 09:12","15","91.7","376","4.1","快","0.3","219","55","0"
"2024-11-20 09:13","15.2","92.8","376","4.1","快","0.7","222","57","0"
"2024-11-20 09:14","15.3","92.5","373","4","快","0.8","230","58","0"
"2024-11-20 09:15","15","93.5","373","4.1","快","0.7","233","59","0"
"2024-11-20 09:16","15.2","91.5","370","4.2","快","0.3","236","61","0"
"2024-11-20 09:17","15.3","92.5","371","4.3","快","0.7","239","62","0"
"2024-11-20 09:18","15.4","93.1","366","4.5","快","0.5","242","64","0"
"2024-11-20 09:19","15.6","93.7","365","4.4","快","0.7","245","65","0"
"2024-11-20 09:20","15.6","91.6","364","4.7","快","0.7","248","66","0"
"2024-11-20 09:21","15.7","93.4","360","4.6","快","0.7","254","68","0"
"2024-11-20 09:22","15.7","95.9","362","4.6","快","0.7","257","70","0"
"2024-11-20 09:23","16","92.4","357","4.6","快","0.5","260","71","0"
"2024-11-20 09:24","16","94.1","356","5","快","0.3","263","73","0"
"2024-11-20 09:25","16.2","93.4","356","4.9","快","0.7","263","74","0"
"2024-11-20 09:26","16.3","93.1","353","5","快","0.7","266","76","0"
"2024-11-20 09:27","16.4","92.6","350","5.2","快","0.4","266","77","0"
"2024-11-20 09:28","16.5","91.6","350","5","快","0.3","268","79","0"
"2024-11-20 09:29","16.4","93.5","344","5.3","快","0.1","271","81","0"
"2024-11-20 09:30","16.3","94.2","344","6","快","0.3","274","82","0"
"2024-11-20 09:31","16.5","93.4","342","6","快","0","276","84","0"
"2024-11-20 09:32","16.9","92.3","341","6.2","快","0","277","86","0"
"2024-11-20 09:33","16.8","93.6","339","6.6","谅","0","277","87","0"
"2024-11-20 09:34","16.7","94.9","337","6.8","谅","0.2","277","89","0"
"2024-11-20 09:35","16.9","94.3","337","6.8","谅","0","283","91","0"
"2024-11-20 09:36","17.1","94.4","336","6.8","谅","0.1","287","92","0"
"2024-11-20 09:37","17","94.4","332","7","快","0.1","292","94","0"
"2024-11-20 09:38","17.4","90.1","330","6.5","快","0.3","295","96","0"
"2024-11-20 09:39","17.3","94.4","328","6.3","快","0.3","298","98","0"
"2024-11-20 09:40","17.3","95.2","327","6.5","快","0.2","301","99","0"
"2024-11-20 09:41","17.5","93.5","328","6.9","快","0","304","101","0"
"2024-11-20 09:42","17.5","93.1","326","7.2","快","0","306","103","0"
"2024-11-20 09:43","17.6","94.6","325","7.4","快","0.1","304","105","0"
"2024-11-20 09:44","17.6","94.3","325","7.4","快","0.3","304","107","0"
"2024-11-20 09:45","17.6","93.4","325","7.4","快","0","304","109","0"
"2024-11-20 09:46","17.9","94.8","321","7.7","快","0","302","110","0"
"2024-11-20 09:47","17.9","93.9","319","7.9","快","0.1","301","112","0"
"2024-11-20 09:48","18.1","92.6","319","7.9","快","0","310","114","0"
"2024-11-20 09:49","18.1","94.5","317","8.2","快","0","309","116","0"
"2024-11-20 09:50","18.1","95.2","316","8.1","快","0.2","319","118","0"
"2024-11-20 09:51","18.2","95","315","7.5","快","0","327","120","0"
"2024-11-20 09:52","18.3","95.7","314","7.8","快","0","327","121","0"
"2024-11-20 09:53","18.5","94.7","313","8","快","0.1","330","123","0"
"2024-11-20 09:54","18.4","96.1","311","8","快","0.3","333","125","0"
"2024-11-20 09:55","18.6","92.6","312","8.1","快","0.1","327","127","0"
"2024-11-20 09:56","18.7","92.8","312","8.5","快","0","324","129","0"
"2024-11-20 09:57","18.7","95","311","8.9","快","0","322","131","0"
"2024-11-20 09:58","18.8","94.3","311","8.8","快","0.1","327","133","0"
"2024-11-20 09:59","18.9","94.3","310","9","快","0","311","135","0"
"2024-11-20 10:00","19.1","91","310","9.2","快","0.3","303","137","0"
"2024-11-20 10:01","19.1","93.6","310","8.8","快","0","317","139","0"
"2024-11-20 10:02","19","94","309","9.1","快","0","331","141","0"
"2024-11-20 10:03","19.1","92.7","311","9.6","快","0","324","143","0"
"2024-11-20 10:04","19.2","93","310","9.2","快","0.3","312","145","0"
"2024-11-20 10:05","19.3","93.6","311","8.7","快","0.3","324","147","0"
"2024-11-20 10:06","19.3","93.7","311","9","快","0","336","149","0"
"2024-11-20 10:07","19.4","93.9","314","9.1","快","0.3","338","151","0"
"2024-11-20 10:08","19.4","94.2","313","9.1","快","0.3","347","153","0"
"2024-11-20 10:09","19.6","91.5","313","9.1","快","0.6","347","155","0"
"2024-11-20 10:10","19.7","90.9","315","8.7","快","0","350","157","0"
"2024-11-20 10:11","19.6","93","315","8.8","快","0.5","352","159","0"
"2024-11-20 10:12","19.7","92.5","317","8.6","快","0.6","350","161","0"
"2024-11-20 10:13","19.8","91.4","318","8.4","谅","0.5","348","163","0"
"2024-11-20 10:14","19.9","91.6","318","8.9","谅","0.4","318","165","0"
"2024-11-20 10:15","19.9","91.3","317","8.5","谅","0.7","344","167","0"
"2024-11-20 10:16","20","91.7","318","8.3","谅","0.7","362","169","0"
"2024-11-20 10:17","19.9","90.6","317","8.3","谅","0.5","365","171","0"
"2024-11-20 10:18","20.2","89.4","316","8.6","谅","0.4","367","174","0"
"2024-11-20 10:19","20.2","90.9","315","8.4","谅","0.7","367","176","0"
"2024-11-20 10:20","20.1","92.1","315","8.5","谅","0.7","376","178","0"
"2024-11-20 10:21","20.2","90.2","313","8.9","谅","0.9","377","180","0"
"2024-11-20 10:22","20.4","89.6","312","8.5","谅","0.7","364","182","0"
"2024-11-20 10:23","20.4","91.6","314","8.4","谅","0.2","389","185","0"
"2024-11-20 10:24","20.4","92","314","8.6","谅","0","391","187","0"
"2024-11-20 10:25","20.4","92.6","312","8.8","谅","0","389","189","0"
"2024-11-20 10:26","20.6","90","312","8.9","谅","0.8","391","192","0"
"2024-11-20 10:27","20.4","92.2","314","8.6","谅","0.9","386","194","0"
"2024-11-20 10:28","20.7","90.4","315","8.5","谅","0.7","384","196","0"
"2024-11-20 10:29","20.7","92.8","314","8.5","谅","0.3","381","199","0"
"2024-11-20 10:30","20.9","90.3","314","9","谅","0.4","388","201","0"
"2024-11-20 10:31","20.8","92.1","315","8.8","谅","1.1","382","203","0"
"2024-11-20 10:32","20.9","91.5","315","8.5","谅","1.6","359","205","0"
"2024-11-20 10:33","20.9","92.8","314","8.2","谅","1.2","364","208","0"
"2024-11-20 10:34","21.1","91.4","316","8.6","谅","1","379","210","0"
"2024-11-20 10:35","21","93.1","315","8.5","谅","1.4","362","212","0"
"2024-11-20 10:36","21.1","93.6","310","8.6","谅","1.1","355","214","0"
"2024-11-20 10:37","21.2","91.3","309","8.3","谅","1.1","371","216","0"
"2024-11-20 10:38","21.3","90.7","311","8.5","谅","1.1","384","219","0"
"2024-11-20 10:39","21.4","89.6","313","8.4","谅","1.1","383","221","0"
"2024-11-20 10:40","21.2","92.8","314","8.7","谅","1.1","388","223","0"
"2024-11-20 10:41","21.4","92.3","313","8.9","谅","1.3","385","226","0"
"2024-11-20 10:42","21.4","93.8","313","8.9","谅","1.5","388","228","0"
"2024-11-20 10:43","21.6","90.4","313","8.9","谅","1.1","392","230","0"
"2024-11-20 10:44","21.6","90.4","307","9.3","谅","0.9","373","232","0"
"2024-11-20 10:45","21.4","92.8","305","9.1","谅","1.5","376","235","0"
"2024-11-20 10:46","21.6","92.2","305","8.9","谅","0.7","376","237","0"
"2024-11-20 10:47","21.7","91.3","300","9","谅","0.7","374","239","0"
"2024-11-20 10:48","21.7","92.4","304","9.9","快","0.3","350","241","0"
"2024-11-20 10:49","21.7","91.2","306","10","快","0.7","299","243","0"
"2024-11-20 10:50","21.5","92.8","307","10.4","快","0.5","296","245","0"
"2024-11-20 10:51","21.6","93.4","299","9.9","快","0.3","327","247","0"
"2024-11-20 10:52","21.8","92.5","292","9.9","快","1.2","318","249","0"
"2024-11-20 10:53","21.7","93.5","286","9.4","快","1.7","348","251","0"
"2024-11-20 10:54","21.9","93.1","274","9.1","快","1.9","370","253","0"
"2024-11-20 10:55","21.9","93.3","270","9","快","0.9","383","255","0"
"2024-11-20 10:56","22.1","90.6","269","9.3","快","1.1","353","257","0"
"2024-11-20 10:57","22","90.2","265","9.1","谅","1.8","349","259","0"
"2024-11-20 10:58","22","91.9","263","8.9","谅","1.5","346","262","0"
"2024-11-20 10:59","22","91.9","263","8.8","谅","1.5","322","264","0"
"2024-11-20 11:00","21.9","92.3","263","8.6","谅","0.7","286","265","0"
"2024-11-20 11:01","21.9","91.6","264","8.8","谅","1.2","301","267","0"
"2024-11-20 11:02","21.8","94.5","263","8.6","谅","1.4","295","269","0"
"2024-11-20 11:03","21.8","92.1","264","8.8","谅","1","313","271","0"
"2024-11-20 11:04","21.8","92.8","264","8.9","谅","1.5","343","273","0"
"2024-11-20 11:05","21.8","91.1","264","8.9","谅","0.9","354","275","0"
"2024-11-20 11:06","21.8","93.5","262","9.3","谅","0.9","357","277","0"
"2024-11-20 11:07","21.7","92.9","263","9.2","谅","1.1","328","279","0"
"2024-11-20 11:08","21.8","91.7","263","9.3","谅","1.3","348","281","0"
"2024-11-20 11:09","21.8","90.5","263","9.5","谅","1.2","319","283","0"
"2024-11-20 11:10","21.7","91.1","263","9.3","谅","1.9","325","285","0"
"2024-11-20 11:11","21.7","93.5","264","9.1","谅","1.2","347","287","0"
"2024-11-20 11:12","21.6","92.4","262","9.1","谅","0.8","368","289","0"
"2024-11-20 11:13","21.7","92.3","263","9.4","谅","1.6","363","291","0"
"2024-11-20 11:14","21.6","91.7","263","9.5","谅","1.1","376","293","0"
"2024-11-20 11:15","21.5","94.1","262","9.4","谅","1.5","378","296","0"
"2024-11-20 11:16","21.6","92.6","262","9.6","谅","1.7","381","298","0"
"2024-11-20 11:17","21.7","91","263","9.3","谅","1.4","378","300","0"
"2024-11-20 11:18","21.6","92.6","263","9.4","谅","1.1","383","302","0"
"2024-11-20 11:19","21.7","92.3","262","9.3","谅","1.5","398","305","0"
"2024-11-20 11:20","21.7","91.8","261","9.3","谅","0.5","419","307","0"
"2024-11-20 11:21","21.7","91.8","261","9.4","谅","1.1","426","310","0"
"2024-11-20 11:22","21.7","91.1","260","9.5","谅","1.8","435","312","0"
"2024-11-20 11:23","21.9","91.6","261","9.3","谅","0.3","444","315","0"
"2024-11-20 11:24","21.8","91.9","262","9.5","谅","0.8","441","318","0"
"2024-11-20 11:25","22.1","90.2","260","9.7","谅","1.4","442","320","0"
"2024-11-20 11:26","22","91.8","260","9.6","谅","0.5","439","323","0"
"2024-11-20 11:27","22.2","91.3","254","9.8","谅","0.5","435","325","0"
"2024-11-20 11:28","22.4","90.7","252","10","谅","0.8","441","328","0"
"2024-11-20 11:29","22.4","94","249","10","谅","1.1","435","331","0"
"2024-11-20 11:30","22.4","95","248","10","谅","0.7","423","333","0"
"2024-11-20 11:31","22.7","93","248","10","谅","1.5","427","336","0"
"2024-11-20 11:32","22.6","94.2","247","10","谅","1.5","414","338","0"
"2024-11-20 11:33","22.8","95.6","248","10","谅","1.1","412","341","0"
"2024-11-20 11:34","22.7","95","247","10.1","谅","1.5","423","343","0"
"2024-11-20 11:35","22.9","94.2","243","10.1","谅","1.3","439","345","0"
"2024-11-20 11:36","23","93.5","245","10.3","谅","1.5","338","348","0"
"2024-11-20 11:37","22.9","95","245","10.2","谅","1.1","321","349","0"
"2024-11-20 11:38","23","93.4","249","10.7","谅","0.7","252","351","0"
"2024-11-20 11:39","22.9","93.5","252","11.3","谅","0.3","238","353","0"
"2024-11-20 11:40","22.8","92.1","261","10.8","谅","0.7","224","354","0"
"2024-11-20 11:41","22.6","90.8","262","11.4","谅","0.2","223","355","0"
"2024-11-20 11:42","22.3","90.6","263","11.2","谅","0.5","233","357","0"
"2024-11-20 11:43","22.2","89.6","267","10.9","谅","1.1","226","358","0"
"2024-11-20 11:44","22","89.4","266","10.4","谅","0.7","216","359","0"
"2024-11-20 11:45","22","88.1","268","10.3","谅","0.7","215","361","0"
"2024-11-20 11:46","21.7","88.9","273","10.2","谅","0.8","263","362","0"
"2024-11-20 11:47","21.5","89.8","275","10","谅","0.6","411","364","0"
"2024-11-20 11:48","21.5","89","275","10","谅","0","357","366","0"
"2024-11-20 11:49","21.5","87.9","275","10.4","谅","0","264","368","0"
"2024-11-20 11:50","21.5","89.2","273","10.8","谅","0.3","351","370","0"
"2024-11-20 11:51","21.5","90.2","270","11.1","谅","0","382","372","0"
"2024-11-20 11:52","21.5","92.8","270","11.1","谅","0.3","415","375","0"
"2024-11-20 11:53","21.4","94","267","11.3","谅","0","452","377","0"
"2024-11-20 11:54","21.7","89.8","264","11.7","谅","0.5","467","380","0"
"2024-11-20 11:55","21.6","92.2","263","11.8","快","0.3","397","382","0"
"2024-11-20 11:56","21.9","92.1","262","12","快","0","379","385","0"
"2024-11-20 11:57","22.1","93.7","255","11.6","快","0.7","375","387","0"
"2024-11-20 11:58","22.2","93.7","250","11.3","快","0.1","343","389","0"
"2024-11-20 11:59","22.3","93.5","247","11.4","快","0.8","301","391","0"
"2024-11-20 12:00","22.5","92.4","249","10.9","谅","1.1","284","393","0"
"2024-11-20 12:01","22.4","93.1","250","10.7","谅","0.3","324","395","0"
"2024-11-20 12:02","22.5","92.1","251","10.7","谅","0.3","322","397","0"
"2024-11-20 12:03","22.4","92.2","249","10.9","谅","1.1","301","398","0"
"2024-11-20 12:04","22.4","92.4","250","11.3","谅","1.5","328","400","0"
"2024-11-20 12:05","22.4","91","254","11","谅","1.5","346","402","0"
"2024-11-20 12:06","22.3","91.2","254","10.9","谅","1.1","354","404","0"
"2024-11-20 12:07","22.3","89.5","260","11.1","谅","1.5","446","407","0"
"2024-11-20 12:08","22.1","89.6","260","10.9","谅","1.8","473","410","0"
"2024-11-20 12:09","22.3","87.8","262","10.8","谅","1.1","441","413","0"
"2024-11-20 12:10","22.2","89.8","262","11.1","谅","1.2","441","415","0"
"2024-11-20 12:11","22.4","89.1","257","11.2","谅","2.2","414","418","0"
"2024-11-20 12:12","22.3","92.4","249","11.1","谅","1.6","452","420","0"
"2024-11-20 12:13","22.5","91.6","249","11.1","谅","1.7","448","423","0"
"2024-11-20 12:14","22.7","91.4","250","11.1","谅","1.5","317","425","0"
"2024-11-20 12:15","22.7","92","249","11","谅","1.2","317","427","0"
"2024-11-20 12:16","22.7","92.8","247","11.1","谅","1.3","320","429","0"
"2024-11-20 12:17","22.8","93.8","247","11.4","谅","1.8","309","431","0"
"2024-11-20 12:18","22.8","94.2","244","11.4","谅","2.4","398","433","0"
"2024-11-20 12:19","22.9","92.5","243","11.3","谅","1.9","434","436","0"
"2024-11-20 12:20","22.9","91.8","246","11.5","谅","2.7","424","438","0"
"2024-11-20 12:21","22.7","90.3","251","11.2","谅","1.2","487","441","0"
"2024-11-20 12:22","22.7","89.1","256","11.4","谅","1.4","433","444","0"
"2024-11-20 12:23","22.7","89.9","256","11.5","谅","2.2","398","446","0"
"2024-11-20 12:24","22.8","89.7","259","11.4","谅","1.3","311","448","0"
"2024-11-20 12:25","22.7","92.7","253","11.3","谅","1.4","350","450","0"
"2024-11-20 12:26","23","90.5","253","11.4","谅","2.2","367","452","0"
"2024-11-20 12:27","23","90.1","250","11.4","谅","1.9","442","455","0"
"2024-11-20 12:28","22.9","91.5","245","11.6","谅","1.5","469","458","0"
"2024-11-20 12:29","23.1","90.4","245","11.3","谅","1.5","550","461","0"
"2024-11-20 12:29","23.2","89.7","251","11.8","谅","1.6","517","465","0"
"2024-11-20 12:30","23.1","89.6","251","11.7","谅","1.9","505","464","0"
"2024-11-20 12:31","23.3","88","254","11.8","谅","1.5","495","470","0"
"2024-11-20 12:32","23.3","90.2","255","12","谅","2.1","506","473","0"
"2024-11-20 12:33","23.3","88","255","11.7","谅","1.9","451","476","0"
"2024-11-20 12:34","23.4","89.7","257","11.9","谅","1.8","423","479","0"
"2024-11-20 12:35","23.2","91.4","258","12.3","谅","1.9","419","481","0"
"2024-11-20 12:36","23.4","89.7","257","12.1","谅","1.8","523","484","0"
"2024-11-20 12:37","23.4","91.8","254","11.9","谅","1.3","495","487","0"
"2024-11-20 12:38","23.4","90.3","258","12","谅","1.6","444","490","0"
"2024-11-20 12:39","23.4","90.8","259","12","谅","1.8","378","492","0"
"2024-11-20 12:40","23.6","90.3","260","11.9","谅","2.8","421","495","0"
"2024-11-20 12:41","23.7","90.3","258","11.8","谅","1.1","404","497","0"
"2024-11-20 12:42","23.6","90.1","259","12.1","谅","2.6","343","499","0"
"2024-11-20 12:43","23.8","90.2","253","12.1","谅","1.5","321","501","0"
"2024-11-20 12:44","23.7","91.8","251","12","谅","2.1","358","503","0"
"2024-11-20 12:45","23.4","90.9","258","12.2","谅","2.4","421","506","0"
"2024-11-20 12:46","23.3","88.1","264","12.1","谅","2.4","385","508","0"
"2024-11-20 12:47","23","85.5","267","11.8","谅","2.6","344","510","0"
"2024-11-20 12:48","23","86.6","271","12","谅","2.6","385","512","0"
"2024-11-20 12:49","22.8","88.8","271","11.8","谅","2.3","437","515","0"
"2024-11-20 12:50","22.9","89.6","269","11.9","谅","1.6","392","517","0"
"2024-11-20 12:51","23","89.7","265","12","谅","2.3","387","520","0"
"2024-11-20 12:52","23","90.9","265","12.1","谅","1.9","428","522","0"
"2024-11-20 12:53","23","90.6","259","12.4","谅","2.3","436","525","0"
"2024-11-20 12:54","23.1","91.5","259","12.3","谅","2.2","403","527","0"
"2024-11-20 12:55","23.3","91.1","257","12.5","谅","2.2","378","530","0"
"2024-11-20 12:56","23.2","91.3","252","12.3","谅","1.9","402","532","0"
"2024-11-20 12:57","23.3","92.3","250","12.4","谅","2.6","394","534","0"
"2024-11-20 12:58","23.5","90.8","252","12.5","谅","2.8","430","537","0"
"2024-11-20 12:59","23.5","90.5","251","12.3","谅","3.3","359","539","0"
"2024-11-20 13:00","23.5","90.7","250","12.3","谅","3.1","341","541","0"
"2024-11-20 13:01","23.5","90.5","251","12.3","谅","2.5","369","543","0"
"2024-11-20 13:02","23.6","90.9","253","12.6","谅","3.2","327","545","0"
"2024-11-20 13:03","23.5","88.9","256","12.4","谅","3.6","354","547","0"
"2024-11-20 13:04","23.2","89.5","268","12.2","谅","3.3","379","550","0"
"2024-11-20 13:05","23.1","88","272","12.5","谅","2.6","374","552","0"
"2024-11-20 13:06","22.9","85.9","273","12.4","谅","3.2","402","554","0"
"2024-11-20 13:07","22.9","86.5","271","12.3","谅","3.1","408","557","0"
"2024-11-20 13:08","22.8","87.6","267","12.4","谅","2.7","398","559","0"
"2024-11-20 13:09","22.8","88.4","264","12.5","谅","2.7","384","562","0"
"2024-11-20 13:10","22.8","89.4","264","12.4","谅","3.2","454","564","0"
"2024-11-20 13:11","22.9","88.9","266","12.5","谅","2.2","410","567","0"
"2024-11-20 13:12","22.9","90.6","266","12.6","谅","2.2","338","569","0"
"2024-11-20 13:13","23","89.2","264","12.6","谅","2.2","393","571","0"
"2024-11-20 13:14","22.9","90.2","260","12.8","谅","1.5","428","574","0"
"2024-11-20 13:15","23.1","88.7","263","12.7","谅","1.8","361","576","0"
"2024-11-20 13:16","23.3","87.2","264","12.7","谅","2.6","362","578","0"
"2024-11-20 13:17","23.1","89","264","13","谅","1.5","305","580","0"
"2024-11-20 13:18","23.1","89.3","261","13","谅","2","373","582","0"
"2024-11-20 13:19","23","86.3","266","12.9","谅","3.8","358","584","0"
"2024-11-20 13:20","22.8","85.3","276","12.3","谅","2.9","390","586","0"
"2024-11-20 13:21","22.4","82.1","286","12.2","谅","2.4","411","589","0"
"2024-11-20 13:22","21.9","81.2","290","12.8","谅","2.1","473","591","0"
"2024-11-20 13:23","21.6","80.4","293","13","谅","2","458","594","0"
"2024-11-20 13:24","21.5","82.3","299","13","谅","1.2","472","597","0"
"2024-11-20 13:25","21.4","83.7","299","13","谅","1.8","397","600","0"
"2024-11-20 13:26","21.5","84.3","294","13","谅","2.4","417","602","0"
"2024-11-20 13:27","21.6","83.9","296","13.4","谅","1.3","396","604","0"
"2024-11-20 13:28","21.5","84.3","295","13.2","谅","1.8","422","607","0"
"2024-11-20 13:29","21.5","84.8","294","13.2","谅","2.8","450","610","0"
"2024-11-20 13:30","21.5","86.8","293","13","谅","3.2","450","612","0"
"2024-11-20 13:31","21.6","87.3","290","12.8","谅","1.8","377","615","0"
"2024-11-20 13:32","21.7","85.6","288","13","谅","3.1","383","617","0"
"2024-11-20 13:33","21.8","85.9","282","12.8","谅","3","364","619","0"
"2024-11-20 13:34","21.9","86.5","281","12.7","谅","3.1","343","621","0"
"2024-11-20 13:35","22","87.3","276","12.6","谅","3.1","378","623","0"
"2024-11-20 13:36","21.9","89.1","275","12.7","谅","3","320","625","0"
"2024-11-20 13:37","22.1","88.5","273","12.8","谅","1.6","379","627","0"
"2024-11-20 13:38","22.2","89.2","273","12.8","谅","1.1","356","630","0"
"2024-11-20 13:39","22.3","87.7","273","12.9","谅","1.9","367","632","0"
"2024-11-20 13:40","22.3","89.1","271","13","谅","1.3","402","634","0"
"2024-11-20 13:41","22.4","89.1","267","13.1","谅","2.3","335","636","0"
"2024-11-20 13:42","22.5","88.9","267","13.2","谅","2.7","355","638","0"
"2024-11-20 13:43","22.6","86.9","266","13","谅","3.4","360","640","0"
"2024-11-20 13:44","22.5","88.6","266","13.1","谅","3","340","642","0"
"2024-11-20 13:45","22.5","86.3","269","13","谅","2.8","326","644","0"
"2024-11-20 13:46","22.3","83.7","276","13.2","谅","2.6","345","646","0"
"2024-11-20 13:47","22.1","83.9","282","13.1","谅","3.3","336","648","0"
"2024-11-20 13:48","22.1","83.3","288","12.9","谅","3.3","364","651","0"
"2024-11-20 13:49","21.8","85.2","292","12.7","谅","3.6","354","653","0"
"2024-11-20 13:50","21.7","84.2","292","13","谅","3","394","655","0"
"2024-11-20 13:51","21.8","84.4","289","13","谅","2.3","380","657","0"
"2024-11-20 13:52","21.8","85.2","284","12.9","谅","3.2","340","659","0"
"2024-11-20 13:53","21.9","85.7","278","13","谅","3.2","299","661","0"
"2024-11-20 13:54","21.8","87.5","277","13","谅","1.9","339","663","0"
"2024-11-20 13:55","21.9","87.5","274","13.2","谅","2.3","352","665","0"
"2024-11-20 13:56","21.9","88.4","275","13.4","谅","1.6","317","667","0"
