구역이름,날짜,내온평균,내부습도,배지온도,CO2,외부온도,풍향,풍속,광량,누적일사,강우신호,
1 구역,="2024-11-13 13:53:24",24.6,99.9,24.7,1801,22.42,252,3.1,438,851,0,
1 구역,="2024-11-13 13:54:24",24.75,99.9,24.8,1799,22.28,252,2.6,436,853,0,
1 구역,="2024-11-13 13:55:24",24.45,99.9,24.4,1801,22,267,2.1,434,856,0,
1 구역,="2024-11-13 13:56:25",24.45,99.9,24.4,1801,21.72,243,1.5,440,859,0,
1 구역,="2024-11-13 13:57:25",24.75,99.9,24.7,1801,21.72,347,1,439,861,0,
1 구역,="2024-11-13 13:58:26",25.25,99.6,25.2,1801,21.62,319,1,439,864,0,
1 구역,="2024-11-13 13:59:26",25.25,99.4,25.2,1802,21.5,324,0,440,866,0,
1 구역,="2024-11-13 14:00:26",25.1,99.9,25.1,1801,21.54,323,0,436,869,0,
1 구역,="2024-11-13 14:01:27",25.45,98.7,25.4,1800,21.68,322,0,419,872,0,
1 구역,="2024-11-13 14:02:27",25.15,99.9,25.1,1802,21.66,323,0.5,413,874,0,
1 구역,="2024-11-13 14:03:27",25,99.9,25,1802,21.74,316,1,417,877,0,
1 구역,="2024-11-13 14:04:28",25.1,99.9,25.1,1801,22,325,0.5,419,879,0,
1 구역,="2024-11-13 14:05:28",25.1,99.9,25.1,1802,22.08,344,0.5,422,882,0,
1 구역,="2024-11-13 14:06:29",24.5,99.9,24.6,1802,22.12,291,2.1,418,884,0,
1 구역,="2024-11-13 14:07:29",25.15,99.9,25,1800,22.14,310,0.5,399,887,0,
1 구역,="2024-11-13 14:08:29",24.75,99.9,24.4,1802,22.16,331,1.5,393,889,0,
1 구역,="2024-11-13 14:09:30",24.6,99.9,24.6,1801,22.22,336,2.1,414,891,0,
1 구역,="2024-11-13 14:10:30",24.55,99.4,24.5,1802,22.08,320,1.5,429,894,0,
1 구역,="2024-11-13 14:11:30",24.25,99.9,24.2,1802,22.06,305,1.5,402,896,0,
1 구역,="2024-11-13 14:12:31",23.85,99.9,23.8,1801,22.04,321,2.1,393,899,0,
1 구역,="2024-11-13 14:13:31",24,99.9,24,1801,22.04,309,2.6,401,901,0,
1 구역,="2024-11-13 14:14:31",23.55,99.9,23.5,1801,21.88,334,1.5,389,904,0,
1 구역,="2024-11-13 14:15:32",24.15,99,24.1,1801,21.96,347,3.1,388,906,0,
1 구역,="2024-11-13 14:16:32",23.85,99.9,23.8,1800,21.9,324,2.1,394,908,0,
1 구역,="2024-11-13 14:17:33",23.8,99.9,23.8,1800,21.92,308,1,388,911,0,
1 구역,="2024-11-13 14:18:33",23.55,99.9,23.5,1801,21.84,292,0.5,373,913,0,
1 구역,="2024-11-13 14:19:33",24.15,97.9,24.1,1801,21.8,342,1,364,915,0,
1 구역,="2024-11-13 14:20:34",23.95,99.9,23.9,1801,21.72,14,0.5,364,917,0,
1 구역,="2024-11-13 14:21:34",23.9,99.2,23.7,1800,21.7,37,1,370,919,0,
1 구역,="2024-11-13 14:22:36",24.45,97.2,24.4,1800,21.6,37,0,360,922,0,
1 구역,="2024-11-13 14:23:38",23.9,99.9,23.9,1800,21.62,35,0.5,366,924,0,
1 구역,="2024-11-13 14:24:38",24.05,99.9,24,1801,21.66,29,0,383,926,0,
1 구역,="2024-11-13 14:25:40",24.1,99.9,24.1,1801,21.72,312,1,381,929,0,
1 구역,="2024-11-13 14:26:42",24.6,97.9,24.6,1802,21.8,239,1,380,931,0,
1 구역,="2024-11-13 14:27:44",24.5,97.5,24.5,1802,22.02,234,0,378,933,0,
1 구역,="2024-11-13 14:28:46",24.5,97.1,24.5,1801,22.04,234,0.5,369,936,0,
1 구역,="2024-11-13 14:29:49",24.45,97.6,24.5,1800,22.16,228,0.5,358,938,0,
1 구역,="2024-11-13 14:30:51",24.4,99.4,24.4,1800,22.1,213,1,360,940,0,
1 구역,="2024-11-13 14:31:53",24,99.9,24,1802,22.14,233,1.5,349,942,0,
1 구역,="2024-11-13 14:32:55",24.5,98,24.5,1799,22.22,243,0.5,336,944,0,
1 구역,="2024-11-13 14:33:55",24.3,99.9,24.3,1798,22.26,227,2.6,351,946,0,
1 구역,="2024-11-13 14:34:55",24.65,97.1,24.6,1800,22.22,249,1.5,353,948,0,
1 구역,="2024-11-13 14:35:55",24.85,96.7,24.8,1800,22.34,201,1,351,951,0,
1 구역,="2024-11-13 14:36:55",24.95,95,24.9,1801,22.16,194,1,361,953,0,
1 구역,="2024-11-13 14:37:55",24.9,97.4,24.9,1801,22.02,202,1,352,955,0,
1 구역,="2024-11-13 14:38:56",24.65,98.8,24.7,1800,21.98,219,0.5,348,957,0,
1 구역,="2024-11-13 14:39:56",24.75,99.9,24.8,1801,22.02,230,0.5,341,959,0,
1 구역,="2024-11-13 14:40:56",24.85,99.9,24.8,1801,21.98,337,1,328,961,0,
1 구역,="2024-11-13 14:41:57",24.95,99.5,24.9,1801,22.04,342,1.5,334,963,0,
1 구역,="2024-11-13 14:42:57",25.05,98.2,25,1800,22.12,341,1,343,965,0,
1 구역,="2024-11-13 14:43:58",25,99.9,25,1801,22.34,318,1,341,967,0,
1 구역,="2024-11-13 14:44:58",25.05,97.8,25,1801,22.24,254,2.6,335,969,0,
1 구역,="2024-11-13 14:45:58",24.35,99.9,24.3,1802,22.14,273,2.6,327,971,0,
1 구역,="2024-11-13 14:46:59",24.65,98,24.6,1802,22.24,291,1,325,973,0,
1 구역,="2024-11-13 14:47:59",24.35,98.3,24.3,1802,22.3,305,0.5,323,975,0,
1 구역,="2024-11-13 14:49:00",24.15,99.6,24.1,1802,22.16,295,1,322,977,0,
1 구역,="2024-11-13 14:50:00",23.8,99.9,23.8,1801,22.2,282,1.5,323,979,0,
1 구역,="2024-11-13 14:51:00",23.75,99.9,23.7,1801,22.24,272,1.5,321,981,0,
1 구역,="2024-11-13 14:52:01",24.15,98.4,24.1,1801,22.16,282,1.5,327,983,0,
1 구역,="2024-11-13 14:53:01",23.8,99.9,23.8,1800,22.08,329,1.5,328,985,0,
1 구역,="2024-11-13 14:54:01",23.75,99.9,23.7,1801,21.94,280,1,320,987,0,
1 구역,="2024-11-13 14:55:02",24.15,96.2,24.3,1801,21.98,276,0.5,314,989,0,
1 구역,="2024-11-13 14:56:02",24.1,98.4,24.1,1800,21.94,311,1,301,990,0,
1 구역,="2024-11-13 14:57:03",24,99.2,23.8,1801,21.96,319,1,298,992,0,
1 구역,="2024-11-13 14:58:03",23.95,99.9,23.9,1800,22.02,324,0.5,305,994,0,
1 구역,="2024-11-13 14:59:03",23.15,99.9,23.2,1801,22.22,331,0.5,299,996,0,
1 구역,="2024-11-13 15:00:04",23.55,98,23.5,1802,22.2,28,1,292,998,0,
1 구역,="2024-11-13 15:01:04",23.4,99.7,23.4,1801,22.24,15,1,293,999,0,
1 구역,="2024-11-13 15:02:05",22.9,99.9,23.2,1801,22.18,307,0,290,1001,0,
1 구역,="2024-11-13 15:03:05",23.15,99.9,23,1801,22.14,307,0.5,296,1003,0,
1 구역,="2024-11-13 15:04:05",23.7,96.2,23.7,1802,22.08,268,0.5,290,1005,0,
1 구역,="2024-11-13 15:05:06",23.3,97.2,23.3,1802,22.12,323,0.5,279,1006,0,
1 구역,="2024-11-13 15:06:06",23.8,95.1,23.8,1801,22.12,342,0.5,278,1008,0,
1 구역,="2024-11-13 15:07:06",23.7,97.6,23.7,1799,22.22,2,1,271,1010,0,
1 구역,="2024-11-13 15:08:07",23.8,98.7,23.8,1799,22.24,218,1,265,1011,0,
1 구역,="2024-11-13 15:09:07",23.9,99.6,23.9,1801,22.16,254,0.5,270,1013,0,
1 구역,="2024-11-13 15:10:08",23.6,99.9,23.6,1802,22.12,327,1.5,271,1015,0,
1 구역,="2024-11-13 15:11:08",24.05,96.2,24,1801,22.12,269,0.5,261,1016,0,
1 구역,="2024-11-13 15:12:08",23.7,98.8,23.7,1801,22.06,322,1,256,1018,0,
1 구역,="2024-11-13 15:13:09",23.65,99.9,23.6,1801,22.04,330,1,249,1019,0,
1 구역,="2024-11-13 15:14:09",23.6,98,23.6,1801,22.04,351,0.5,241,1021,0,
1 구역,="2024-11-13 15:15:09",23.55,99.5,23.5,1801,22,351,0.5,238,1022,0,
1 구역,="2024-11-13 15:16:10",23.4,99.9,23.4,1802,21.96,351,0,236,1024,0,
1 구역,="2024-11-13 15:17:10",23.1,99.9,23.1,1801,22,346,0,235,1025,0,
1 구역,="2024-11-13 15:18:11",23.05,99.9,23,1801,22.04,347,0,234,1026,0,
1 구역,="2024-11-13 15:19:11",23.3,99.2,23.3,1800,22.04,347,0.5,230,1028,0,
1 구역,="2024-11-13 15:20:11",23.4,99.9,23.4,1800,22.06,7,0.5,227,1029,0,
1 구역,="2024-11-13 15:21:12",23.35,99.9,23.3,1801,22.08,219,0.5,227,1030,0,
1 구역,="2024-11-13 15:22:12",23.6,99.9,23.6,1801,22.06,218,0,225,1032,0,
1 구역,="2024-11-13 15:23:12",23.6,99.9,23.6,1801,22.02,219,0,210,1033,0,
1 구역,="2024-11-13 15:24:13",23.55,99.4,23.5,1802,22,218,0,199,1034,0,
1 구역,="2024-11-13 15:25:13",23.5,99.9,23.5,1801,22.06,257,0,196,1036,0,
1 구역,="2024-11-13 15:26:14",23.5,99.9,23.5,1800,22.14,259,0,198,1037,0,
1 구역,="2024-11-13 15:27:14",23.6,99.1,23.3,1801,22.16,257,0.5,194,1038,0,
1 구역,="2024-11-13 15:28:14",23.65,99.7,23.6,1800,22.28,279,1,181,1039,0,
1 구역,="2024-11-13 15:29:15",23.8,99,23.5,1801,22.42,266,0,175,1040,0,
1 구역,="2024-11-13 15:30:15",23.8,97.7,23.8,1801,22.5,298,1,169,1041,0,
1 구역,="2024-11-13 15:31:15",23.55,99.9,23.5,1801,22.5,306,1,165,1042,0,
1 구역,="2024-11-13 15:32:16",23.95,96.8,23.8,1801,22.48,326,0.5,147,1043,0,
1 구역,="2024-11-13 15:33:16",23.25,99.9,23.3,1799,22.42,326,0,142,1044,0,
1 구역,="2024-11-13 15:34:17",23.45,99.9,23.4,1801,22.36,289,1,149,1045,0,
1 구역,="2024-11-13 15:35:17",23.1,98.8,23.1,1803,22.34,324,0.5,129,1046,0,
1 구역,="2024-11-13 15:36:17",23.65,94.7,23.6,1800,22.28,320,1,122,1046,0,
1 구역,="2024-11-13 15:37:18",23.95,95,23.8,1801,22.24,285,0.5,124,1047,0,
1 구역,="2024-11-13 15:38:18",23.4,97.7,23.3,1801,22.26,320,1.5,120,1048,0,
1 구역,="2024-11-13 15:39:18",23.45,99,23.4,1800,22.26,288,2.1,122,1049,0,
1 구역,="2024-11-13 15:40:19",23.2,99.9,23,1801,22.08,295,1.5,120,1049,0,
1 구역,="2024-11-13 15:41:19",23.5,99,23.5,1801,22.02,330,1,107,1050,0,
1 구역,="2024-11-13 15:42:19",23.55,97.8,23.5,1801,21.96,320,1,90,1051,0,
1 구역,="2024-11-13 15:43:20",23.45,98.3,23.4,1800,21.86,291,0.5,90,1051,0,
1 구역,="2024-11-13 15:44:20",23.65,97.4,23.6,1802,21.74,324,1,93,1052,0,
1 구역,="2024-11-13 15:45:21",23.8,95.6,23.8,1802,21.8,312,1,91,1052,0,
1 구역,="2024-11-13 15:46:21",23.3,95.8,23.3,1800,21.8,304,1,85,1053,0,
1 구역,="2024-11-13 15:47:21",23.85,93.1,23.8,1799,21.88,311,0.5,88,1053,0,
1 구역,="2024-11-13 15:48:22",23.65,94.3,23.6,1799,21.82,305,1,95,1054,0,
1 구역,="2024-11-13 15:49:22",23.75,96.1,23.7,1800,21.88,292,1.5,86,1054,0,
1 구역,="2024-11-13 15:50:22",23.85,95.8,23.8,1801,21.86,280,1,78,1055,0,
1 구역,="2024-11-13 15:51:23",23.55,96.9,23.5,1801,21.88,276,1,77,1055,0,
1 구역,="2024-11-13 15:52:23",23.6,97.6,23.6,1801,21.86,272,1,82,1056,0,
1 구역,="2024-11-13 15:53:24",23.45,98.4,23.4,1801,21.94,285,1,89,1056,0,
1 구역,="2024-11-13 15:54:24",23.15,98.1,23.1,1801,21.94,263,1,75,1057,0,
1 구역,="2024-11-13 15:55:24",23.15,98.3,23.1,1801,21.9,264,0.5,69,1057,0,
1 구역,="2024-11-13 15:56:25",22.65,99.9,22.6,1801,21.88,260,0,72,1058,0,
1 구역,="2024-11-13 15:57:25",22.85,99.9,22.8,1802,21.78,301,1,67,1058,0,
1 구역,="2024-11-13 15:58:25",22.7,99.3,22.7,1800,21.7,327,0,71,1058,0,
1 구역,="2024-11-13 15:59:26",22.65,98.7,22.6,1801,21.62,262,0.5,66,1059,0,
1 구역,="2024-11-13 16:00:26",22.65,99,22.6,1801,21.66,289,0.5,67,1059,0,
1 구역,="2024-11-13 16:01:27",23,98.7,23,1800,21.68,290,1.5,73,1060,0,
1 구역,="2024-11-13 16:02:27",22.8,99.3,22.8,1801,21.68,289,1,65,1060,0,
1 구역,="2024-11-13 16:03:27",22.85,98.2,22.8,1800,21.76,294,1,55,1060,0,
1 구역,="2024-11-13 16:04:28",22.9,98.7,22.9,1801,21.78,300,0.5,52,1061,0,
1 구역,="2024-11-13 16:05:28",22.55,99.9,22.5,1800,21.8,315,1,65,1061,0,
1 구역,="2024-11-13 16:06:28",22.7,99,22.7,1801,21.74,315,1,65,1062,0,
1 구역,="2024-11-13 16:07:29",22.7,99.6,22.8,1802,21.8,297,0.5,57,1062,0,
1 구역,="2024-11-13 16:08:29",22.8,99.4,22.8,1800,21.64,297,1.5,53,1062,0,
1 구역,="2024-11-13 16:09:30",22.85,97.7,22.8,1801,21.5,292,1,56,1063,0,
1 구역,="2024-11-13 16:10:30",22.95,96.9,22.9,1802,21.3,308,0.5,53,1063,0,
1 구역,="2024-11-13 16:11:30",23.1,96.6,23.1,1801,21.3,284,0.5,45,1063,0,
1 구역,="2024-11-13 16:12:31",22.85,98.4,22.8,1800,21.26,291,1,40,1063,0,
1 구역,="2024-11-13 16:13:31",23.2,96.2,23.2,1801,21.36,302,0.5,39,1064,0,
1 구역,="2024-11-13 16:14:31",23,97.8,23,1800,21.52,302,1,47,1064,0,
1 구역,="2024-11-13 16:15:32",22.85,99.4,22.8,1801,21.48,303,0.5,54,1064,0,
1 구역,="2024-11-13 16:16:32",22.6,99.9,22.6,1802,21.38,292,0,55,1065,0,
1 구역,="2024-11-13 16:17:33",22.75,96.2,22.7,1801,21.26,323,1,51,1065,0,
1 구역,="2024-11-13 16:18:33",22.5,98.4,22.5,1800,21.08,301,1,47,1065,0,
1 구역,="2024-11-13 16:19:33",22.1,99.9,22.1,1801,20.88,312,0.5,45,1065,0,
1 구역,="2024-11-13 16:20:34",22.3,99.4,22.3,1801,20.94,306,0.5,38,1066,0,
1 구역,="2024-11-13 16:21:34",22.35,99.9,22.3,1800,20.82,292,1,34,1066,0,
1 구역,="2024-11-13 16:22:34",22.55,98.4,22.6,1802,20.76,272,0.5,36,1066,0,
1 구역,="2024-11-13 16:23:35",22.35,99.8,22.3,1799,20.8,305,0.5,49,1066,0,
1 구역,="2024-11-13 16:24:35",21.9,99.9,21.9,1800,20.76,314,1,59,1067,0,
1 구역,="2024-11-13 16:25:36",22,99.8,22,1799,20.68,295,0.5,43,1067,0,
1 구역,="2024-11-13 16:26:36",21.7,99.9,21.7,1801,20.64,320,1.5,38,1067,0,
1 구역,="2024-11-13 16:27:36",21.45,99.9,21.4,1800,20.62,323,1,48,1067,0,
1 구역,="2024-11-13 16:28:37",21.7,99.8,21.7,1802,20.52,312,0.5,37,1068,0,
1 구역,="2024-11-13 16:29:37",21.55,98.9,21.5,1802,20.78,304,1,20,1068,0,
1 구역,="2024-11-13 16:30:37",21.75,99.4,21.7,1800,20.58,288,1.5,28,1068,0,
1 구역,="2024-11-13 16:31:38",21.6,99.9,21.6,1801,20.52,300,1.5,36,1068,0,
1 구역,="2024-11-13 16:32:38",21.55,99.9,21.5,1800,20.34,308,1.5,37,1068,0,
1 구역,="2024-11-13 16:33:39",21.35,99.9,21.3,1800,20.2,290,1.5,32,1069,0,
1 구역,="2024-11-13 16:34:39",21.35,99.9,21.3,1800,19.74,297,1,37,1069,0,
1 구역,="2024-11-13 16:35:39",21.25,99.9,21.2,1800,19.82,293,1,39,1069,0,
1 구역,="2024-11-13 16:36:40",21.55,99.6,21.5,1800,19.76,303,1,31,1069,0,
1 구역,="2024-11-13 16:37:40",21.25,99.9,21.2,1801,19.78,307,1,29,1069,0,
1 구역,="2024-11-13 16:38:41",21.1,99.9,21.1,1800,19.66,275,1,24,1070,0,
1 구역,="2024-11-13 16:39:41",20.85,99.9,20.8,1801,19.64,306,1.5,26,1070,0,
1 구역,="2024-11-13 16:40:41",20.95,99.9,20.9,1801,19.5,311,1,30,1070,0,
1 구역,="2024-11-13 16:41:42",20.95,99.9,20.9,1799,19.4,304,1.5,34,1070,0,
1 구역,="2024-11-13 16:42:42",20.55,99.9,20.5,1800,19.3,300,0.5,29,1070,0,
1 구역,="2024-11-13 16:43:42",20.65,99.9,20.5,1801,19.3,300,1.5,21,1071,0,
1 구역,="2024-11-13 16:44:43",20.4,99.9,20.4,1801,19.2,306,1.5,19,1071,0,
1 구역,="2024-11-13 16:45:43",20.35,99.9,20.1,1799,19.08,301,1,18,1071,0,
1 구역,="2024-11-13 16:46:44",20,99.9,20,1800,19.04,294,1,24,1071,0,
1 구역,="2024-11-13 16:47:44",19.85,99.9,19.8,1801,18.96,309,1,25,1071,0,
1 구역,="2024-11-13 16:48:44",20.1,99.9,20,1799,18.88,325,1.5,24,1071,0,
1 구역,="2024-11-13 16:49:45",20.15,99.5,20.1,1800,18.8,326,1,30,1071,0,
1 구역,="2024-11-13 16:50:45",19.9,99.2,19.9,1800,18.8,333,1,27,1071,0,
1 구역,="2024-11-13 16:51:45",19.7,99.9,19.7,1800,18.82,322,0,21,1072,0,
1 구역,="2024-11-13 16:52:46",19.5,99.9,19.5,1800,18.82,318,0.5,24,1072,0,
1 구역,="2024-11-13 16:53:46",19.6,99.9,19.6,1800,18.78,319,0.5,25,1072,0,
1 구역,="2024-11-13 16:54:47",19.85,98.2,19.8,1801,18.7,325,0,20,1072,0,
1 구역,="2024-11-13 16:55:47",19.5,99.9,19.5,1802,18.6,327,0,9,1072,0,
1 구역,="2024-11-13 16:56:47",19.15,99.9,19.1,1800,18.4,316,1.5,5,1072,0,
1 구역,="2024-11-13 16:57:48",19.5,99.6,19.3,1801,18.26,307,1.5,5,1072,0,
1 구역,="2024-11-13 16:58:48",19.2,99.6,19.2,1800,18.22,311,1.5,6,1072,0,
1 구역,="2024-11-13 16:59:49",19.35,99,19.3,1800,18.26,314,1.5,11,1072,0,
1 구역,="2024-11-13 17:00:49",19.2,98.8,19.2,1799,18.24,332,1.5,6,1072,0,
1 구역,="2024-11-13 17:01:49",19.05,99.9,19,1801,18.16,7,1.5,1,1072,0,
1 구역,="2024-11-13 17:02:50",18.95,99.9,18.9,1800,18.02,8,0.5,3,1072,0,
1 구역,="2024-11-13 17:03:50",18.55,99.9,18.5,1800,17.82,23,1,4,1072,0,
1 구역,="2024-11-13 17:04:50",18.25,99.9,18.2,1801,17.66,23,0.5,3,1072,0,
1 구역,="2024-11-13 17:05:51",18.65,99.9,18.6,1799,17.64,23,0,0,1072,0,
1 구역,="2024-11-13 17:06:51",18.5,99.9,18.5,1802,17.7,23,0,0,1072,0,
1 구역,="2024-11-13 17:07:51",18.35,99.9,18.3,1799,17.8,22,0.5,0,1072,0,
1 구역,="2024-11-13 17:08:52",18.3,99.9,18.4,1800,17.88,22,0,1,1072,0,
1 구역,="2024-11-13 17:09:52",18.25,99.9,18.2,1799,17.88,22,0.5,0,1072,0,
1 구역,="2024-11-13 17:10:53",18.2,99.9,18.2,1801,17.82,23,0,0,1072,0,
1 구역,="2024-11-13 17:11:53",18.2,99.9,18.2,1801,17.76,23,0,0,1072,0,
1 구역,="2024-11-13 17:12:53",18.2,99.9,18.2,1801,17.72,23,0,0,1072,0,
1 구역,="2024-11-13 17:13:54",17.95,99.9,17.9,1801,17.68,274,0.5,0,1072,0,
1 구역,="2024-11-13 17:14:54",17.95,99.9,17.9,1799,17.72,273,0.5,0,1072,0,
1 구역,="2024-11-13 17:15:55",17.8,99.9,17.9,1801,17.64,266,0.5,0,1072,0,
1 구역,="2024-11-13 17:16:55",17.95,99.9,17.9,1801,17.58,278,1,0,1072,0,
1 구역,="2024-11-13 17:17:55",17.9,98.7,17.9,1800,17.38,298,0.5,0,1072,0,
1 구역,="2024-11-13 17:18:56",17.9,99.4,17.9,1800,17.18,300,1,0,1072,0,
1 구역,="2024-11-13 17:19:56",17.45,99.9,17.4,1800,16.96,315,1,0,1072,0,
1 구역,="2024-11-13 17:20:56",17.65,99.9,17.6,1800,16.9,317,0.5,0,1072,0,
1 구역,="2024-11-13 17:21:57",17.3,99.9,17.3,1801,16.78,329,1,0,1072,0,
1 구역,="2024-11-13 17:22:57",17.6,99.9,17.6,1799,16.72,320,1,0,1072,0,
1 구역,="2024-11-13 17:23:58",17.4,99.6,17.4,1799,16.78,322,0,0,1072,0,
1 구역,="2024-11-13 17:24:58",17.25,99.9,17.2,1800,16.7,323,0.5,0,1072,0,
1 구역,="2024-11-13 17:25:58",17,99.9,17,1800,16.52,287,0.5,0,1072,0,
1 구역,="2024-11-13 17:26:59",17.05,99.4,17,1799,16.42,288,0,0,1072,0,
1 구역,="2024-11-13 17:27:59",16.75,99.9,16.7,1801,16.42,292,0,0,1072,0,
1 구역,="2024-11-13 17:28:59",16.8,99.9,17,1801,16.32,291,0,0,1072,0,
1 구역,="2024-11-13 17:30:01",16.95,99.8,16.9,1800,16.28,292,0,0,1072,0,
1 구역,="2024-11-13 17:31:03",16.7,99.9,16.6,1800,16.26,293,0.5,0,1072,0,
1 구역,="2024-11-13 17:32:57",16.55,99.9,16.3,1801,16.22,291,0.5,0,1072,0,
1 구역,="2024-11-13 17:33:59",16.4,99.9,16.4,1799,16.02,292,0.5,0,1072,0,
1 구역,="2024-11-13 17:35:01",16.65,99.6,16.6,1799,16.04,291,0,0,1072,0,
1 구역,="2024-11-13 17:36:02",16.45,99.9,16.4,1799,16.06,291,0.5,0,1072,0,
1 구역,="2024-11-13 17:37:04",16.3,99.9,16.3,1799,16.08,291,0,0,1072,0,
1 구역,="2024-11-13 17:38:06",16.3,99.9,16.3,1801,16.12,293,0,0,1072,0,
1 구역,="2024-11-13 17:39:07",16.15,99.9,16.1,1800,16.1,292,0.5,0,1072,0,
1 구역,="2024-11-13 17:40:09",15.95,99.9,15.9,1799,15.98,292,0,0,1072,0,
1 구역,="2024-11-13 17:41:11",15.95,99.9,15.9,1800,15.84,293,0,0,1072,0,
1 구역,="2024-11-13 17:42:12",16.2,98.1,16.2,1800,15.8,291,0,0,1072,0,
1 구역,="2024-11-13 17:43:14",15.95,99.9,15.9,1800,15.74,292,0.5,0,1072,0,
1 구역,="2024-11-13 17:44:16",15.7,99.9,15.9,1799,15.66,292,0,0,1072,0,
1 구역,="2024-11-13 17:45:17",15.9,99.9,15.9,1801,15.62,293,0,0,1072,0,
1 구역,="2024-11-13 17:46:19",15.85,99.9,15.8,1800,15.68,291,0,0,1072,0,
1 구역,="2024-11-13 17:47:21",15.8,99.9,15.8,1800,15.7,292,0,0,1072,0,
1 구역,="2024-11-13 17:48:22",15.8,99.9,15.8,1799,15.6,291,0,0,1072,0,
1 구역,="2024-11-13 17:49:24",15.7,99.8,15.7,1801,15.62,292,0,0,1072,0,
1 구역,="2024-11-13 17:50:26",15.7,99,15.7,1800,15.66,293,0,0,1072,0,
1 구역,="2024-11-13 17:51:28",15.35,99.9,15.3,1800,15.56,292,0,0,1072,0,
1 구역,="2024-11-13 17:52:30",15.7,99.9,15.7,1800,15.4,292,0,0,1072,0,
1 구역,="2024-11-13 17:53:32",15.15,99.9,15.1,1801,15.36,291,0,0,1072,0,
1 구역,="2024-11-13 17:54:34",15.4,99.9,15.4,1799,15.18,292,0,0,1072,0,
1 구역,="2024-11-13 17:55:36",15.3,99.9,15.3,1799,15.2,292,0,0,1072,0,
1 구역,="2024-11-13 17:56:38",15.1,99.9,15.1,1801,15.24,292,0,0,1072,0,
1 구역,="2024-11-13 17:57:40",15.4,99.9,15.4,1799,15.24,338,0,0,1072,0,
1 구역,="2024-11-13 17:58:42",15.35,99.9,15.3,1800,15.28,351,0.5,0,1072,0,
1 구역,="2024-11-13 17:59:44",15.35,99.6,15.3,1800,15.34,0,0,0,1072,0,
1 구역,="2024-11-13 18:00:46",15.05,99.9,15,1799,15.26,0,0,0,1072,0,
1 구역,="2024-11-13 18:01:48",15.1,99.9,15.1,1800,15.16,0,0,0,1072,0,
1 구역,="2024-11-13 18:02:50",14.95,99.9,14.9,1799,15.12,0,0,0,1072,0,
1 구역,="2024-11-13 18:03:52",15,99.4,15,1798,15.04,0,0,0,1072,0,
1 구역,="2024-11-13 18:04:54",15.15,99.6,15.1,1800,14.88,0,0,0,1072,0,
1 구역,="2024-11-13 18:05:55",14.8,99.9,15.1,1799,14.76,0,0,0,1072,0,
1 구역,="2024-11-13 18:06:57",15.1,98.5,15.1,1800,14.72,0,0,0,1072,0,
1 구역,="2024-11-13 18:07:59",14.85,99.7,15,1800,14.68,0,0,0,1072,0,
1 구역,="2024-11-13 18:09:00",14.9,99.9,14.9,1799,14.66,0,0,0,1072,0,
1 구역,="2024-11-13 18:10:02",14.9,99.8,14.9,1799,14.62,0,0,0,1072,0,
1 구역,="2024-11-13 18:11:03",14.5,99.9,14.5,1799,14.58,0,0,0,1072,0,
1 구역,="2024-11-13 18:12:05",14.75,99.2,14.7,1799,14.58,0,0,0,1072,0,
1 구역,="2024-11-13 18:13:06",14.45,99.9,14.4,1798,14.46,0,0,0,1072,0,
1 구역,="2024-11-13 18:14:08",14.55,99.9,14.5,1801,14.32,0,0,0,1072,0,
1 구역,="2024-11-13 18:15:10",14.95,99.4,14.8,1799,14.26,0,0,0,1072,0,
1 구역,="2024-11-13 18:16:11",14.65,99.9,14.6,1800,14.22,0,0,0,1072,0,
1 구역,="2024-11-13 18:17:13",15.2,98.4,15.1,1799,14.12,0,0,0,1072,0,
1 구역,="2024-11-13 18:18:14",14.65,99.5,14.6,1799,14.2,0,0,0,1072,0,
1 구역,="2024-11-13 18:19:16",15,98.6,15,1799,14.26,0,0,0,1072,0,
1 구역,="2024-11-13 18:20:18",14.9,99.9,14.9,1798,14.24,1,1,0,1072,0,
1 구역,="2024-11-13 18:21:19",14.95,99.9,14.9,1799,14.2,29,0.5,0,1072,0,
1 구역,="2024-11-13 18:22:21",15.15,99.3,15.1,1800,13.94,47,1,0,1072,0,
1 구역,="2024-11-13 18:23:22",14.8,99.9,14.9,1800,13.78,45,0.5,0,1072,0,
1 구역,="2024-11-13 18:24:24",14.75,99.9,14.7,1801,13.74,31,0.5,0,1072,0,
1 구역,="2024-11-13 18:25:25",14.8,99.9,14.8,1800,13.7,32,0,0,1072,0,
1 구역,="2024-11-13 18:26:27",15.15,99.9,15.1,1800,13.62,27,0.5,0,1072,0,
1 구역,="2024-11-13 18:27:29",15,99.9,14.9,1800,13.7,27,0.5,0,1072,0,
1 구역,="2024-11-13 18:28:30",14.9,99.9,14.9,1799,13.76,27,0.5,0,1072,0,
1 구역,="2024-11-13 18:29:32",15.25,99.6,15.2,1799,13.86,26,1,0,1072,0,
1 구역,="2024-11-13 18:30:34",15.35,99.9,15.3,1801,13.88,26,0,0,1072,0,
1 구역,="2024-11-13 18:31:35",15.35,99.5,15.3,1800,13.88,27,0.5,0,1072,0,
1 구역,="2024-11-13 18:32:37",15.4,98.8,15.5,1799,13.84,28,0.5,0,1072,0,
1 구역,="2024-11-13 18:33:38",15.55,98,15.5,1800,13.72,305,1,0,1072,0,
