"";"CO2 Dose State";"Light Acc Today";"Meas CO2 Level";"Meas Rel Hum";"Meas GH Temp";"Rain State";"Meas Light";"Meas Wind Speed";"Meas Wind Dir";"Meas Out Temp";"EC Dosing";"pH Dosing";"Calc pH Level";"Meas pH 1 Level";"Meas pH 2 Level";"Meas EC 1 Level";"Meas EC 2 Level";"Meas EC 1 Level";"Irrig Flow";"Irrig Flow"
"19-11-2024 22:20:00";0;677;539.93;87.87;14.21;0;0.11;0;3;5;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"19-11-2024 22:25:00";0;677;542.8;88;14.01;0;0.19;0;3;5.37;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"19-11-2024 22:30:00";0;677;548.6;87.07;14;0;0.2;0;5;5.12;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"19-11-2024 22:35:00";0;677;551.8;88.87;13.91;0;0.11;0;5;4.73;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"19-11-2024 22:40:00";0;677;552.93;87.13;13.99;0;0.19;0;5;4.7;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"19-11-2024 22:45:00";0;677;550.2;87;14.09;0;0.2;0;5;4.79;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"19-11-2024 22:50:00";0;677;553.73;87;14.19;0;0.2;0;5;4.71;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"19-11-2024 22:55:00";0;677;552.13;84.2;14.39;0;0.11;0;5;4.33;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"19-11-2024 23:00:00";0;677;555.73;84.93;14.4;0;0.19;0;5;4.21;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"19-11-2024 23:05:00";0;677;555.07;83.13;14.49;0;0.2;0;5;4.57;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"19-11-2024 23:10:00";0;677;556.87;84.87;14.31;0;0.2;0;5;4.79;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"19-11-2024 23:15:00";0;677;558.87;84.07;14.39;0;0.01;0;5;4.24;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"19-11-2024 23:20:00";0;677;559;84;14.4;0;0;0;5;3.83;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"19-11-2024 23:25:00";0;677;562.73;84.93;14.31;0;0;0;3;3.71;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"19-11-2024 23:30:00";0;677;564.87;84.07;14.3;0;0.09;0;3;3.7;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"19-11-2024 23:35:00";0;677;567.8;84;14.39;0;0.1;0;3;3.61;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"19-11-2024 23:40:00";0;677;567.07;84;14.31;0;0.1;0;3;3.51;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"19-11-2024 23:45:00";0;677.93;567.93;84;14.3;0;0.1;0;3;3.5;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"19-11-2024 23:50:00";0;678;569.87;84;14.21;0;0.19;0;3;3.5;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"19-11-2024 23:55:00";0;678;571.87;85.87;14.11;0;0.2;0;5;3.41;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;7390
"20-11-2024 00:00:00";0;678;573.87;86;14.01;0;0.2;0;5;3.4;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;492.67
"20-11-2024 00:05:00";0;45.2;575.87;84.13;14;0;0.11;0;5;3.31;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 00:10:00";0;0;576;83.07;14.19;0;0.1;0;5;3.11;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 00:15:00";0;0;574.15;83;14.11;0;0.01;0;5;2.82;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 00:20:00";0;0;574.93;83.93;14.1;0;0;0;5;2.61;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 00:25:00";0;0;577.78;84;14.1;0;0.19;0;1;2.69;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 00:30:00";0;0;580.78;83.07;14.29;0;0.2;0;2;2.98;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 00:35:00";0;0;581.93;83.93;14.11;0;0.11;0;3;2.91;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 00:40:00";0;0;582.93;83.07;14.29;0;0.1;0;3;2.62;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 00:45:00";0;0;582.07;83;14.3;0;0.1;0;3;2.69;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 00:50:00";0;0;582.93;82.07;14.39;0;0.01;0;1;2.24;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 00:55:00";0;0;581.15;82.93;14.21;0;0.19;0;5;2.57;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 01:00:00";0;0;593.97;83.93;14.2;0;0.11;0;5;2.51;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 01:05:00";0;0;591.29;84;14.2;0;0.1;0;5;2.22;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 01:10:00";0;0;588.22;84.93;14.2;0;0.19;0;5;2.48;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 01:15:00";0;0;590.78;85;14.2;0;0.2;0;6;2.5;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 01:20:00";0;0;590.07;85.93;14.11;0;0.11;0;6;2.5;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 01:25:00";0;0;590.93;85.07;14.01;0;0.01;0;6;2.13;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 01:30:00";0;0;593.78;84.07;14.09;0;0.09;0;6;2.19;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 01:35:00";0;0;591.22;84.93;14.01;0;0.1;0;6;2.2;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 01:40:00";0;0;591.93;85;14;0;0.19;0;6;2.39;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 01:45:00";0;0;592.93;85;14.19;0;0.2;0;6;2.49;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 01:50:00";0;0;608.75;82.22;14.29;0;0.01;0;6;2.41;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 01:55:00";0;0;599.81;81.07;14.39;0;0.09;0;6;1.94;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 02:00:00";0;0;616.61;82.85;14.4;0;0.19;0;6;1.9;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 02:05:00";0;0;621.71;82.07;14.4;0;0.2;0;6;1.81;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 02:10:00";0;0;622;83.85;14.31;0;0.01;0;6;1.71;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 02:15:00";0;0.93;624.78;84;14.21;0;0.09;0;6;1.61;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 02:20:00";0;1;623.15;84.93;14.11;0;0.01;0;6;1.41;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 02:25:00";0;1;619.29;85;14.1;0;0.09;0;6;1.4;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 02:30:00";0;1;627.34;85.93;14.01;0;0.1;0;6;1.49;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 02:35:00";0;1;627.07;85.07;14.19;0;0.19;0;6;1.59;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 02:40:00";0;1;632.56;85.93;14.2;0;0.2;0;6;1.69;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 02:45:00";0;1;627.44;86;14.29;0;0.11;0;6;1.51;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 02:50:00";0;1;628.85;84.15;14.49;0;0.19;0;6;1.78;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 02:55:00";0;1;634.56;85.85;14.5;0;0.2;0;6;1.8;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 03:00:00";0;1;631.29;86.93;14.31;0;0.2;0;7;1.71;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 03:05:00";0;1;634.71;86.07;14.3;0;0.11;0;7;1.98;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 03:10:00";0;1;635.93;86;14.21;0;0.1;0;7;2;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 03:15:00";0;1;641.56;86;14.11;0;0.1;0;7;2;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 03:20:00";0;1;646.63;86.93;14.01;0;0.19;0;0;2.19;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 03:25:00";0;1;647.92;86.08;14;0;0.2;0;1;2.11;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 03:30:00";0;1;651.68;86.92;13.91;0;0.11;0;1;1.73;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 03:35:00";0;1;654.76;86.08;14.08;0;0.1;0;1;1.7;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 03:40:00";0;1;656.84;86.92;13.92;0;0.1;0;2;1.61;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 03:45:00";0;1;665.28;85.16;13.99;0;0.1;0;1;1.42;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 03:50:00";0;1;678.88;84.08;14;0;0.1;0;1;1.49;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 03:55:00";0;1;690.12;84;14.09;0;0.01;0;0;1.22;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 04:00:00";0;1;698.36;84.92;13.82;0;0.09;0;6;1.29;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 04:05:00";0;1;699.92;84.08;13.98;0;0.1;0;6;1.3;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 04:10:00";0;1;700.92;85.84;14;0;0.1;0;6;1.3;0;0;0;6.3;6.6;3.5;3.6;3.5;-32767;0
"20-11-2024 04:15:00";0;1;699.16;86;14.09;0;0.19;0;6;1.3;0;0;0;6.3;6.6;3.41;3.6;3.41;-32767;0
"20-11-2024 04:20:00";0;1;699.92;86;14.01;0;0.2;0;6;1.3;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 04:25:00";0;1;704.6;86;14.09;0;0.11;0;6;1.3;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 04:30:00";0;1.92;702.24;86;14.19;0;0.19;0;5;1.02;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 04:35:00";0;2;708.44;86;14.2;0;0.11;0;5;0.82;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 04:40:00";0;2;713.6;88.76;14.2;0;0.1;0;5;0.62;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 04:45:00";0;2;714.92;87.16;14.38;0;0.01;0;5;0.6;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 04:50:00";0;2;715.92;88.84;14.4;0;0.09;0;5;0.88;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 04:55:00";0;2;716.92;85.32;14.68;0;0.1;0;5;0.81;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 05:00:00";0;2;717.92;85;14.7;0;0.1;0;5;0.8;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 05:05:00";0;2;732.72;83.16;14.88;0;0.1;0;3;0.89;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 05:10:00";0;2;765.28;84.84;14.9;0;0.19;0;3;0.99;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 05:15:00";0;2;783.64;85;14.99;0;0.11;0;5;0.72;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 05:20:00";0;2;830.08;84.08;15;0;0.1;0;5;0.61;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 05:25:00";0;2;863.44;86.76;15;0;0.01;0;5;0.51;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 05:30:00";0;2;859.56;86.08;14.82;0;0.09;0;5;0.41;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 05:35:00";0;2;877.4;87.84;14.71;0;0.1;0;5;0.4;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 05:40:00";0;2;888.2;88;14.7;0;0.1;0;5;0.31;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 05:45:00";0;2;888.08;88.92;14.52;0;0.1;0;5;0.3;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 05:50:00";0;2;891.68;89;14.41;0;0.01;0;5;0.02;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 05:55:00";0;2;891.08;89;14.77;0;0.09;0;5;0.18;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 06:00:00";0;2;893.76;88.08;14.89;0;0.1;0;5;0.2;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 06:05:00";0;2;909.64;88;15.08;0;0.1;0;5;0.38;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 06:10:00";0;2;969.88;88;15.28;0;0.19;0;5;0.49;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 06:15:00";0;2;993.4;88;15.3;0;0.2;0;5;0.41;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 06:20:00";0;2;1028.12;87.08;15.3;0;0.2;0;3;0.31;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 06:25:00";0;2;1069.64;87.92;15.3;0;0.2;0;2;0.21;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 06:30:00";0;2;1078.52;87.08;15.3;0;0.2;0;2;0.2;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 06:35:00";0;2;1090.96;86.08;15.3;0;0.2;0;2;0.2;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 06:40:00";0;2;1089.24;89.68;14.93;0;0.11;0;3;0.29;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 06:45:00";0;2.92;1085.32;88.16;15.18;0;0.1;0;2;0.3;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 06:50:00";0;3;1093.23;88;15.11;0;0.1;0;2;0.03;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 06:55:00";0;3;1096.74;87.09;15.37;0;0.19;0;7;0;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 07:00:00";0;3;1142.67;87;15.49;0;0.2;0;0;0;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 07:05:00";0;3;1168.92;87;15.59;0;0.2;0;1;0.09;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 07:10:00";0;3;1210.27;88.83;15.6;0;0.47;0;3;-0.08;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 07:15:00";0;3;1247.79;88.09;15.6;0;0.77;0;5;0.17;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 07:20:00";0;3;1213.55;89.83;15.51;0;1.07;0;5;0.11;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 07:25:00";0;3.91;1242.88;88.17;15.87;0;1.74;0;3;0.37;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 07:30:00";0;4;1302.63;88;15.99;0;2.26;0;3;0.4;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 07:35:00";0;4.91;1326.27;87.09;16;0;2.39;0;3;0.4;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 07:40:00";0;5.91;1361.79;87.91;16.09;0;3.04;0;2;0.31;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 07:45:00";0;6.91;1387.83;88;16.19;0;3.56;0;0;0.3;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 07:50:00";0;7.91;1416.49;88.91;16.2;0;3.97;0;0;0.39;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 07:55:00";0;9.83;1438.18;88.09;16.38;0;4.73;0;0;0.49;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 08:00:00";0;11.83;1470.14;88.91;16.4;0;9.64;0;0;0.68;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 08:05:00";0;13.83;1495.83;89;16.49;0;8.27;0;2;1.16;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 08:10:00";0;17.65;1519.92;88.09;16.41;0;13.67;0;2;1.84;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 08:15:00";0;21.65;1549.4;86.17;16.49;0;15.39;0;3;2.17;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 08:20:00";0;26.57;1570.27;88.74;16.41;0;16.41;0;3;2.38;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 08:25:00";0;30.65;1582.96;89;16.31;0;11.84;0;3;2.86;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 08:30:00";0;35.57;1597.7;89.91;16.3;0;14.05;0;3;3.08;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 08:35:00";0;41.48;1580.73;87.26;16.39;0;18.23;0;3;3.47;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 08:40:00";0;46.57;1560.73;88.83;16.4;0;17.96;0;2;4.87;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 08:45:00";0;52.48;1539.82;87.17;16.77;0;17.63;0;0;5;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 08:50:00";0;57.57;1524.3;87.91;17.07;0;19.15;0;1;5.37;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 08:55:00";0;63.48;1501.99;87.09;17.47;0;19.57;0;7;5.49;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 09:00:00";0;69.48;1486.3;87.91;17.68;0;19.6;0;0;5.23;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 09:05:00";0;75.48;1462.17;87.09;17.88;0;20.51;0;7;5.38;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 09:10:00";0;81.48;1440.82;87;18.17;0;21.51;0;0;5.86;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 09:15:00";0;88.39;1408.86;87.91;18.57;0;23.43;0;7;6.36;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 09:20:00";0;95.39;1368.55;88;18.97;0;24.79;0;7;6.49;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 09:25:00";0;103.31;1288.28;86.17;19.09;0;26.18;0;7;6.68;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"20-11-2024 09:30:00";0;111.31;1136.69;86;18.73;0;26.67;0;0;6.97;23.66;70.69;5.66;6.21;6.51;3.13;3.23;3.13;-32767;310.53
"20-11-2024 09:35:00";0;120.22;985.09;86;18.24;0;28.44;0;0;6.73;24.8;77.67;6.2;6.29;6.5;3.1;3.11;3.1;-32767;1079.8
"20-11-2024 09:40:00";0;128.31;828.61;83.26;17.83;0;29.97;0;7;6.97;24.97;64.18;6.2;6.3;6.5;3.1;3.1;3.1;-32767;1825.87
"20-11-2024 09:45:00";0;137.22;718.19;83.91;17.8;0;30.74;0;1;7;2.17;5.45;0.54;6.3;6.5;3.1;3.1;3.1;-32767;2447.13
"20-11-2024 09:50:00";0;146.22;648.72;80.35;17.8;0;30.43;0;0;7.18;0;0;0;6.3;6.59;3.1;3.28;3.1;-32767;2500
"20-11-2024 09:55:00";0;155.22;599.16;80.91;17.98;0;27.48;0;1;8.11;0;0;0;6.3;6.6;3.1;3.39;3.1;-32767;2500
"20-11-2024 10:00:00";0;163.26;561.43;81;18.09;0;25.11;0;0;8.11;0;0;0;6.3;6.6;3.1;3.49;3.1;-32767;2500
"20-11-2024 10:05:00";0;172.16;539.87;79.19;17.92;0;28.53;0;7;8.01;0;0;0;6.3;6.6;3.1;3.59;3.1;-32767;2500
"20-11-2024 10:10:00";0;182.07;506.27;79;18.44;0;32.71;0;0;8.73;0;0;0;6.3;6.6;3.1;3.69;3.1;-32767;2500
"20-11-2024 10:15:00";0;192.97;491.21;78.09;19.23;0;35.19;0;1;9.07;0;0;0;6.3;6.6;3.1;3.7;3.1;-32767;2500
"20-11-2024 10:20:00";0;203.07;470.05;77.09;18.48;0;35.76;0;7;8.65;0;0;0;6.3;6.6;3.1;3.7;3.1;-32767;2500
"20-11-2024 10:25:00";0;213.97;469.81;78.81;18.67;0;36.8;0;6;8.78;22.94;65.73;5.62;6.3;6.51;3.1;3.16;3.1;-32767;2817.33
"20-11-2024 10:30:00";0;224.97;454.59;79;18.97;0;37.17;0;0;8.89;22.67;73.13;6.2;6.3;6.5;3.1;3.19;3.1;-32767;3548.13
"20-11-2024 10:35:00";0;236.88;446.65;78.09;18;0;37.93;0;0;10.53;23.31;75.1;6.2;6.3;6.5;3.1;3.2;3.1;-32767;4263.73
"20-11-2024 10:40:00";0;247.97;449.63;76.19;17.45;0;37.73;0;6;9.61;2.18;7.03;0.58;6.3;6.5;3.01;3.11;3.01;-32767;4901.2
"20-11-2024 10:45:00";0;258.97;439.12;73.28;18.03;0;37.61;0;6;10.41;0;0;0;6.3;6.59;3;3.28;3;-32767;4960
"20-11-2024 10:50:00";0;270.88;431.65;75.72;18.37;0;40.14;0;7;9.96;0;0;0;6.3;6.6;3;3.48;3;-32767;4960
"20-11-2024 10:55:00";0;282.88;422.84;79.63;19.49;0;41.13;0;6;9.99;0;0;0;6.3;6.6;3;3.59;3;-32767;4960
"20-11-2024 11:00:00";0;295.79;416.56;74.56;19.42;0;41.93;0;7;10;0;0;0;6.3;6.6;3;3.69;3;-32767;4960
"20-11-2024 11:05:00";0;307.88;424.16;73.09;18.86;0;42.54;0;0;10.27;0;0;0;6.3;6.6;3;3.7;3;-32767;4960
"20-11-2024 11:10:00";0;320.79;421.37;72.09;18.98;0;39.25;0;7;10.48;30.01;75.25;5.62;6.3;6.51;3.09;3.25;3.09;-32767;5540.27
"20-11-2024 11:15:00";0;333.79;406.49;70.19;19.45;0;43.8;0;6;10.59;26.21;71.12;6.2;6.3;6.5;3.01;3.02;3.01;-32767;6298.13
"20-11-2024 11:20:00";0;345.88;404.09;67.28;20.13;0;42.03;0;0;11.05;24.41;68.63;6.2;6.3;6.5;3;3.09;3;-32767;7031.87
"20-11-2024 11:25:00";0;358.79;400.37;72.44;20.38;0;44.43;0;7;11.46;2.27;6.39;0.58;6.3;6.59;3.09;3.19;3.09;-32767;7381.07
"20-11-2024 11:30:00";0;371.79;409.07;71.19;19.86;0;44.88;0;6;12.5;0;0;0;6.3;6.6;3.1;3.38;3.1;-32767;7410
"20-11-2024 11:35:00";0;384.79;438.11;71;19.71;0;45.26;0;6;12.33;0;0;0;6.3;6.6;3.1;3.49;3.1;-32767;7410
"20-11-2024 11:40:00";0;398.69;439.19;74.63;19.88;0;44.76;0;0;11.67;0;0;0;6.3;6.6;3.1;3.59;3.1;-32767;7410
"20-11-2024 11:45:00";0;411.79;445.35;65.93;19.36;0;44.34;0;0;12.14;26.57;90.67;5.62;6.3;6.6;2.74;2.87;2.74;-32767;7455.33
"20-11-2024 11:50:00";0;424.79;425.15;68.63;19.39;0;42.76;0;0;12.2;24.31;72.26;6.2;6.3;6.51;2.97;3.07;2.97;-32767;8130.93
"20-11-2024 11:55:00";0;438.69;408.49;69.91;20.58;0;45.86;0;1;13.29;22.44;76.65;6.2;6.3;6.5;3.09;3.1;3.09;-32767;8880
"20-11-2024 12:00:00";0;451.79;401.56;67.28;21.24;0;45.02;0;2;12.58;21.76;80.94;6.2;6.3;6.5;3.01;3.1;3.01;-32767;9657.2
"20-11-2024 12:05:00";0;464.79;393.75;70.63;21.21;0;42.81;0;1;13.68;2.03;7.59;0.58;6.3;6.5;3;3.19;3;-32767;9847.87
"20-11-2024 12:10:00";0;477.79;430.17;68.28;20.38;0;37.7;0;2;13.26;0;0;0;6.3;6.59;3;3.38;3;-32767;9860
"20-11-2024 12:15:00";0;488.07;472.08;62.56;19.76;0;26.41;0;7;12.38;0;0;0;6.3;6.6;3;3.58;3;-32767;9860
"20-11-2024 12:20:00";0;496.25;432.48;70.16;20.43;0;23.31;0;0;13.03;0;0;0;6.3;6.6;3;3.6;3;-32767;9860
"20-11-2024 12:25:00";0;506.07;486.03;75.53;21.32;0;32.71;0;1;12.47;0;0;0;6.3;6.6;3;3.69;3;-32767;9860
"20-11-2024 12:30:00";0;516.07;469.33;68.75;21.13;0;31.43;0;0;11.95;0;0;0;6.3;6.6;3;3.7;3;-32767;9860
"20-11-2024 12:35:00";0;526.97;426.2;70.72;21.55;0;44.17;0;0;12.81;20.85;73.89;5.62;6.3;6.51;3;3.16;3;-32767;10023.2
"20-11-2024 12:40:00";0;539.79;424.72;71.91;20.78;0;42.05;0;1;12.17;22.27;84.67;6.2;6.3;6.5;3;3.1;3;-32767;10738.13
"20-11-2024 12:45:00";0;550.97;429.53;66.56;20.07;0;37.17;0;0;12.19;24.56;81.55;6.2;6.3;6.5;3;3.1;3;-32767;11480.93
"20-11-2024 12:50:00";0;560.16;433.63;75.07;20.54;0;29.08;0;2;13.11;2.31;7.58;0.58;6.3;6.5;3;3.1;3;-32767;12021.47
"20-11-2024 12:55:00";0;568.25;492.03;79.63;21.33;0;29.39;0;0;12.38;0;0;0;6.3;6.59;3;3.28;3;-32767;12070
"20-11-2024 13:00:00";0;576.25;500.72;81.81;21.67;0;28.05;0;7;12.57;0;0;0;6.3;6.6;3;3.39;3;-32767;12070
"20-11-2024 13:05:00";0;584.25;512.79;81.09;21.61;0;30.71;0;0;12.15;0;0;0;6.3;6.6;3;3.58;3;-32767;12070
"20-11-2024 13:10:00";0;594.97;547.55;72.84;21.24;0;34.45;0;0;12.28;0;0;0;6.3;6.6;3;3.6;3;-32767;12070
